id,category,q,a,sources,related_service,maintainer,language
strandskydd-004,strandskydd,Vad räknas som särskilda skäl för strandskyddsdispens?,"Miljöbalken listar sex särskilda skäl: att området är ianspråktaget, avskilt från stranden av väg/bebyggelse, behövs för anläggning som måste ligga vid vatten, utvidgning av pågående verksamhet, angeläget allmänt intresse eller annat mycket angeläget intresse. Andra skäl godtas inte.",Miljöbalken 7 kap. 18 c §,,Zaragoza AB,sv
strandskydd-005,strandskydd,Får jag bygga altan inom strandskydd?,"Nej, altan räknas som anläggning som avhåller allmänheten och kräver strandskyddsdispens. Även komplementbyggnader som sjöbod, bastu eller brygga kräver dispens. Kontakta kommunen innan arbete påbörjas — olovliga åtgärder kan leda till återställande och miljösanktionsavgift.",Miljöbalken 7 kap. 15 §; Miljöbalken 29 kap.,strandskyddsdispens,Zaragoza AB,sv
strandskydd-006,strandskydd,Vem överprövar strandskyddsdispens?,Länsstyrelsen granskar kommunens beslut om dispens och kan överpröva inom tre veckor från att beslutet inkommit. Om dispensen upphävs kan sökanden överklaga till mark- och miljödomstolen. Detta gör att processen kan ta flera månader.,Miljöbalken 19 kap. 3 b §; Länsstyrelsen,,Zaragoza AB,sv
strandskydd-007,strandskydd,Gäller strandskydd även små vattendrag?,"Ja, strandskyddet gäller vid hav, insjöar och vattendrag oavsett storlek. Länsstyrelsen har dock möjlighet att upphäva strandskyddet vid mindre sjöar och vattendrag upp till 1 hektar respektive 2 meters bredd, enligt Miljöbalken 7 kap. 18 §.",Miljöbalken 7 kap. 18 §; Länsstyrelsen,,Zaragoza AB,sv
radon-fuktskador-001,radon-fuktskador,Vad är gränsvärdet för radon i bostäder?,Referensnivån för radon i bostäder och allmänna lokaler är 200 Bq/m³ som årsmedelvärde enligt Strålsäkerhetsmyndigheten och Folkhälsomyndighetens allmänna råd FoHMFS 2014:16. Nybyggda hus ska enligt BBR 6:23 ha radonhalt under detta värde.,BBR 6:23; FoHMFS 2014:16; Strålsäkerhetsmyndigheten,radonmatning,Zaragoza AB,sv
radon-fuktskador-002,radon-fuktskador,Hur mäter man radon?,Radon mäts med spårfilmsdosor som placeras i minst två rum under minst 60 dagar under eldningssäsongen (1 oktober–30 april). Mätningen ska ske ackrediterat enligt Strålsäkerhetsmyndighetens metodbeskrivning. Zaragoza AB rekommenderar ackrediterade mätföretag.,Strålsäkerhetsmyndigheten; Boverket,radonmatning,Zaragoza AB,sv
radon-fuktskador-003,radon-fuktskador,Vilka åtgärder sänker radonhalten?,"Vanliga åtgärder är radonsug under bottenplattan, tätning av golv och rörgenomföringar, ökad ventilation, samt vid markradon installation av radonbrunn. Vid blåbetong hjälper ventilation mest. Åtgärd ska följas upp med ny mätning för att kontrollera effekten.",Boverket; Strålsäkerhetsmyndigheten,radonsanering,Zaragoza AB,sv
radon-fuktskador-004,radon-fuktskador,Vad innebär kritiskt fukttillstånd enligt BBR?,BBR 6:52 anger att byggnader ska utformas så att fukt inte orsakar skador eller olägenheter. Kritiskt fukttillstånd är den högsta fuktnivå ett material tål utan risk för mögel eller nedbrytning. För trä är det normalt 75 % relativ fuktighet som riktvärde.,BBR 6:52; Boverket,,Zaragoza AB,sv
radon-fuktskador-005,radon-fuktskador,Vem ansvarar för fuktskador i bostadsrätt?,"Bostadsrättshavaren ansvarar för inre underhåll inklusive ytskikt och golv, medan föreningen ansvarar för stammar, fasad, tak och bärande konstruktioner. Vid fuktskada i badrum bedöms orsaken — stamskada faller på föreningen, tätskiktsbrist på medlemmen enligt bostadsrättslagen och stadgar.",Bostadsrättslagen 7 kap. 12 §,,Zaragoza AB,sv
radon-fuktskador-006,radon-fuktskador,Hur upptäcker man mögel i vägg?,"Symtom inkluderar unken lukt, missfärgningar, fläckar och allergibesvär hos boende. Fuktmätning med kapacitiv mätare eller borrhål används för att bekräfta. Vid misstanke bör certifierad fuktkontrollant anlitas. Zaragoza AB utför fuktutredningar enligt SBR:s metodik.",Boverket; SBR byggingenjörerna,fuktutredning,Zaragoza AB,sv
radon-fuktskador-007,radon-fuktskador,Vad är Säker Vatten-installation?,Säker Vatten är en branschregel som minskar risken för vattenskador och legionella. Installationen ska utföras av behörigt VVS-företag enligt Säker Vatteninstallation 2021:1. Rör ska förläggas så att läckage upptäcks och kan avledas till golvbrunn eller läckageindikator.,Säker Vatteninstallation 2021:1; BBR 6:62,vvs,Zaragoza AB,sv
forsakring-ansvar-001,forsakring-ansvar,Vad innebär byggherrens ansvar?,"Byggherren har det övergripande ansvaret för att byggnadsarbetet uppfyller PBL, BBR och andra bestämmelser. Byggherren ska utse kontrollansvarig, upprätta kontrollplan, anlita kompetenta entreprenörer och säkerställa att startbesked och slutbesked inhämtas enligt PBL 10 kap.",PBL 10 kap. 5 §; PBL 10 kap. 9 §,,Zaragoza AB,sv
forsakring-ansvar-002,forsakring-ansvar,Vad är en entreprenörsansvarsförsäkring?,En ansvarsförsäkring skyddar entreprenören mot skadeståndskrav från tredje man eller beställare vid person- och sakskada som uppstår genom entreprenadarbetet. AB 04 kap. 5 § 23 kräver att entreprenören har ansvarsförsäkring med minst vissa belopp under hela entreprenad- och garantitiden.,AB 04 kap. 5 § 23; ABT 06 kap. 5 § 23,,Zaragoza AB,sv
forsakring-ansvar-003,forsakring-ansvar,Vad täcker en allriskförsäkring i byggentreprenad?,"Allriskförsäkring (entreprenadförsäkring) täcker plötslig och oförutsedd fysisk skada på entreprenaden under byggtiden, t.ex. brand, stöld, vattenskada och stormskador. Självrisk och undantag varierar. Enligt AB 04 kap. 5 § 22 ska entreprenören teckna allriskförsäkring om inte beställaren gör det.",AB 04 kap. 5 § 22; ABT 06 kap. 5 § 22,,Zaragoza AB,sv
forsakring-ansvar-004,forsakring-ansvar,Krävs färdigställandeskydd för konsumententreprenader?,"Ja, enligt lagen om färdigställandeskydd (2014:227) krävs färdigställandeskydd vid småhusentreprenad för konsument om entreprenadsumman överstiger prisbasbelopp. Skyddet ska täcka kostnader för att slutföra entreprenaden om näringsidkaren går i konkurs eller inte fullgör sitt åtagande.",Lag 2014:227 om färdigställandeskydd,,Zaragoza AB,sv
forsakring-ansvar-005,forsakring-ansvar,Vem ansvarar för arbetsmiljön på byggarbetsplatsen?,Byggherren har huvudansvaret och ska utse byggarbetsmiljösamordnare för planering (BAS-P) och utförande (BAS-U) enligt Arbetsmiljölagen 3 kap. 6 § och AFS 1999:3. Varje entreprenör ansvarar för sina anställdas arbetsmiljö.,Arbetsmiljölagen 3 kap. 6 §; AFS 1999:3,bas-p-u,Zaragoza AB,sv
forsakring-ansvar-006,forsakring-ansvar,Hur länge gäller entreprenörens ansvar efter slutbesiktning?,Enligt AB 04 kap. 5 § 6 är garantitiden normalt fem år för arbetet och två år för material. Under ansvarstiden om tio år svarar entreprenören för väsentliga fel som beror på vårdslöshet enligt AB 04 kap. 5 § 7. Zaragoza AB följer AB 04 och ABT 06 i alla entreprenadavtal.,AB 04 kap. 5 § 6–7; ABT 06 kap. 5 § 6–7,,Zaragoza AB,sv
forsakring-ansvar-007,forsakring-ansvar,Vad är byggfelsförsäkring?,Byggfelsförsäkringen var tidigare obligatorisk vid småhusbyggnation men kravet togs bort 2014 och ersattes av färdigställandeskydd. Frivillig byggfelsförsäkring kan fortfarande tecknas och täcker väsentliga byggfel i upp till tio år efter slutbesiktning.,Lag 2014:227; Boverket,,Zaragoza AB,sv
besiktning-001,besiktning,Vad är slutbesiktning?,"Slutbesiktning är den avslutande kontrollen av entreprenaden där en oberoende besiktningsman fastställer om arbetet är kontraktsenligt utfört. Godkänd slutbesiktning innebär att entreprenaden avlämnas, garantitiden börjar löpa och slutlikvid förfaller enligt AB 04 kap. 7.",AB 04 kap. 7; ABT 06 kap. 7,slutbesiktning,Zaragoza AB,sv
besiktning-002,besiktning,Vad är garantibesiktning?,"Garantibesiktning utförs före utgången av garantitiden, normalt efter två respektive fem år, för att upptäcka fel som framträtt under garantitiden. Entreprenören är skyldig att avhjälpa noterade fel. Besiktningen begärs skriftligt av beställaren enligt AB 04 kap. 7 § 3.",AB 04 kap. 7 § 3,garantibesiktning,Zaragoza AB,sv
besiktning-003,besiktning,Vem utser besiktningsman?,"Vid entreprenad enligt AB 04/ABT 06 utses besiktningsmannen av beställaren, men parterna kan komma överens om annat. Besiktningsmannen ska vara opartisk, kvalificerad och oberoende. Vid konsumententreprenad (ABS 18) får båda parterna rätt att vara närvarande.",AB 04 kap. 7 § 6; ABS 18 p. 19,,Zaragoza AB,sv
besiktning-004,besiktning,Vad är en statusbesiktning?,"Statusbesiktning är en okulär besiktning av en fastighets skick, ofta vid fastighetsöverlåtelse. Besiktningsmannen upprättar protokoll med observerade brister och åtgärdsförslag. Det är inte en garantigrundande besiktning utan ett informationsunderlag för köparen eller ägaren.",SBR; Boverket,statusbesiktning,Zaragoza AB,sv
besiktning-005,besiktning,Vilken certifiering krävs för besiktningsman?,"För entreprenadbesiktning rekommenderas SBR-godkänd besiktningsman eller certifiering enligt RISE eller Kiwa. För överlåtelsebesiktning krävs ofta SBR- eller BAB-certifiering. Certifieringen innebär krav på utbildning, erfarenhet och ansvarsförsäkring.",SBR byggingenjörerna; RISE,,Zaragoza AB,sv
besiktning-006,besiktning,Vad händer om slutbesiktningen inte godkänns?,Om väsentliga fel noteras kan besiktningsmannen underkänna entreprenaden. Entreprenören ska då avhjälpa felen och ny besiktning hålls. Om felen är mindre väsentliga kan besiktningen godkännas med anmärkningar som ska åtgärdas inom överenskommen tid enligt AB 04 kap. 7 § 12.,AB 04 kap. 7 § 12,,Zaragoza AB,sv
besiktning-007,besiktning,Kan jag överklaga besiktningsutlåtandet?,"Besiktningsutlåtandet kan inte överklagas i traditionell mening, men part som är missnöjd kan påkalla överbesiktning inom en månad enligt AB 04 kap. 7 § 8. Överbesiktningen utförs av tre besiktningsmän och dess utlåtande ersätter den ursprungliga besiktningen.",AB 04 kap. 7 § 8,,Zaragoza AB,sv
reklamation-process-001,reklamation-process,Hur reklamerar man en byggtjänst?,"Reklamation ska ske skriftligt till näringsidkaren inom skälig tid efter att felet upptäckts, normalt inom två månader. Reklamationen ska beskriva felet och åberopa att det är ett fel i tjänsten. Enligt Konsumenttjänstlagen 17 § gäller yttersta reklamationsfrist tio år.",KTjL 17 §; KTjL 18 §,,Zaragoza AB,sv
reklamation-process-002,reklamation-process,Vilka påföljder kan konsumenten åberopa vid fel?,"Enligt Konsumenttjänstlagen 16 § kan konsumenten kräva avhjälpande, prisavdrag, häva avtalet eller begära skadestånd. Näringsidkaren har dock rätt att i första hand avhjälpa felet om det kan ske utan väsentlig olägenhet för konsumenten, enligt KTjL 20 §.",KTjL 16 §; KTjL 20 §,,Zaragoza AB,sv
reklamation-process-003,reklamation-process,Vad är fristående byggentreprenad?,Fristående byggentreprenad enligt ABS 18 innebär att konsumenten anlitar näringsidkare för byggnads- eller anläggningsarbete på småhus. Avtalet regleras av både Konsumenttjänstlagen och ABS 18 som standardavtal. Lagen är tvingande till konsumentens förmån.,KTjL; ABS 18,,Zaragoza AB,sv
reklamation-process-004,reklamation-process,Inom vilken tid måste entreprenören avhjälpa fel?,Enligt ABS 18 p. 22 ska entreprenören avhjälpa fel inom skälig tid efter reklamation. Vad som är skälig tid beror på felets omfattning men brukar vara några veckor. Vid omfattande fel kan tiden vara längre men ska motsvara sakens natur.,ABS 18 p. 22; KTjL 20 §,,Zaragoza AB,sv
reklamation-process-005,reklamation-process,När kan konsumenten häva entreprenadavtalet?,"Konsumenten kan häva avtalet om felet är av väsentlig betydelse och entreprenören inte avhjälper inom skälig tid, eller vid väsentligt dröjsmål enligt KTjL 21 och 29 §§. Vid partiell utförd entreprenad kan hävning avse återstående del om syftet med tjänsten förfelas.",KTjL 21 §; KTjL 29 §,,Zaragoza AB,sv
reklamation-process-006,reklamation-process,Vad gör ARN vid tvist om byggtjänst?,Allmänna reklamationsnämnden (ARN) prövar tvister mellan konsument och näringsidkare om värdet överstiger 2 000 kronor. ARN:s beslut är rekommendationer men följs av majoriteten av företagen. Anmälan måste ske inom ett år från första klagomålet.,ARN; Förordning 2015:739,,Zaragoza AB,sv
reklamation-process-007,reklamation-process,Kan näringsidkaren neka att avhjälpa ett fel?,Näringsidkaren kan neka avhjälpande endast om det skulle innebära olägenheter eller kostnader för denne som är oskäligt stora i förhållande till felets betydelse enligt KTjL 20 § 2 st. I sådant fall har konsumenten rätt till prisavdrag eller skadestånd.,KTjL 20 §,,Zaragoza AB,sv
garantier-001,garantier,Hur lång är garantitiden enligt AB 04?,Enligt AB 04 kap. 5 § 6 är garantitiden fem år för entreprenörens arbetsprestation och två år för material och varor som entreprenören tillhandahåller. Garantitiden börjar löpa från godkänd slutbesiktning.,AB 04 kap. 5 § 6,,Zaragoza AB,sv
garantier-002,garantier,Vad är ansvarstiden i AB 04?,Ansvarstiden enligt AB 04 kap. 5 § 7 är tio år från godkänd slutbesiktning. Under ansvarstiden svarar entreprenören för väsentliga fel som har sin grund i vårdslöshet. Efter ansvarstidens utgång upphör normalt entreprenörens kontraktuella ansvar.,AB 04 kap. 5 § 7,,Zaragoza AB,sv
garantier-003,garantier,Hur lång garantitid gäller enligt ABS 18?,Enligt ABS 18 p. 21 är garantitiden två år från godkänd slutbesiktning. För väsentliga fel som visar sig efter garantitiden ansvarar entreprenören i upp till tio år om felet orsakats av vårdslöshet. Zaragoza AB lämnar alltid garantier enligt ABS 18.,ABS 18 p. 21; KTjL 17 §,,Zaragoza AB,sv
garantier-004,garantier,Gäller garantin om man själv gjort ändringar?,"Nej, om beställaren eller tredje man gjort ingrepp som orsakat felet bortfaller garantin för det aktuella felet. Entreprenören ansvarar inte heller för fel som beror på felaktig skötsel, olyckshändelse eller normal förslitning enligt AB 04 kap. 5 § 8.",AB 04 kap. 5 § 8,,Zaragoza AB,sv
garantier-005,garantier,Vad ska jag göra när garantitiden snart löper ut?,Begär garantibesiktning skriftligt senast vid garantitidens utgång. Besiktningen ska hållas inom skälig tid därefter. Under besiktningen noteras fel som entreprenören är skyldig att avhjälpa. Zaragoza AB rekommenderar att kontakta besiktningsman i god tid enligt AB 04 kap. 7 § 3.,AB 04 kap. 7 § 3,garantibesiktning,Zaragoza AB,sv
garantier-006,garantier,Kan garantitiden förlängas?,"Ja, parterna kan avtala om längre garantitid än standardavtalets fem år. För vissa produkter, t.ex. tätskikt i våtrum enligt BKR eller GVK, gäller fabrikantens egen förlängda garanti på upp till tio eller femton år under förutsättning att installationen skett av auktoriserad firma.",BKR; GVK,,Zaragoza AB,sv
garantier-007,garantier,Vad är skillnaden mellan garanti och reklamationsrätt?,"Garanti är en frivillig utfästelse där näringsidkaren ansvarar för fel under viss tid. Reklamationsrätt enligt Konsumenttjänstlagen gäller i tio år oavsett garanti, men bevisbördan ligger efter garantitiden på konsumenten att visa att felet är ursprungligt.",KTjL 17 §; Konsumentverket,,Zaragoza AB,sv
solceller-varmpump-001,solceller-varmpump,Krävs bygglov för solceller?,"Sedan 1 augusti 2018 är solcellspaneler som följer byggnadens form bygglovsbefriade på en- och tvåbostadshus, om de inte är placerade på byggnad eller inom område av kulturhistoriskt värde. Utanför detaljplan och inom vissa områden kan bygglov ändå krävas enligt PBL 9 kap. 3 c §.",PBL 9 kap. 3 c §; Boverket,solceller,Zaragoza AB,sv
solceller-varmpump-002,solceller-varmpump,Vad är grön teknik-avdraget?,"Grön teknik-avdrag ger skattereduktion med 20 % på material och arbete för solceller (maximal reduktion 50 000 kr per person och år), samt 50 % för laddpunkter och batterilagring. Avdraget administreras av fakturamodell där installatören drar beloppet direkt.",Inkomstskattelagen 67 kap.; Skatteverket,solceller,Zaragoza AB,sv
solceller-varmpump-003,solceller-varmpump,Vem får installera solceller?,"Elinstallationen ska utföras av elinstallationsföretag som är registrerat hos Elsäkerhetsverket och har behörig elinstallatör. Själva panelmonteringen kan utföras av byggare, men den elektriska anslutningen måste ske av behörigt företag enligt Elsäkerhetslagen 2016:732.",Elsäkerhetslagen 2016:732; Elsäkerhetsverket,solceller,Zaragoza AB,sv
solceller-varmpump-004,solceller-varmpump,Krävs anmälan för luftvärmepump?,"Luft-luftvärmepump kräver normalt varken bygglov eller anmälan, men utomhusenheten kan kräva bygglov om den väsentligt förändrar fasaden. Luft-vattenvärmepump som påverkar installationer kräver ofta anmälan enligt PBF 6 kap. 5 §.",PBF 6 kap. 5 §; Boverket,varmepump,Zaragoza AB,sv
solceller-varmpump-005,solceller-varmpump,Hur stort tak behövs för solcellsanläggning?,"En genomsnittlig villa behöver 25–40 m² tak för en 5–7 kW anläggning som täcker ungefär halva elförbrukningen. Söderläge ger högst produktion, men öst- och västläge fungerar också. Zaragoza AB gör kostnadsfri takanalys inför solcellsinstallation.",Energimyndigheten,solceller,Zaragoza AB,sv
solceller-varmpump-006,solceller-varmpump,Hur stor är ROT-avdraget på värmepump?,ROT-avdraget ger 30 % reduktion på arbetskostnaden upp till 75 000 kr per person och år (från 2024). Materialkostnad omfattas inte. ROT gäller inte samtidigt som grön teknik-avdraget för samma åtgärd.,Inkomstskattelagen 67 kap.; Skatteverket,varmepump,Zaragoza AB,sv
solceller-varmpump-007,solceller-varmpump,Kan jag sälja överskottsel från solceller?,"Ja, privatpersoner med mikroproduktion (säkring max 63 A och inmatning max 43,5 kW) får en skattereduktion på 60 öre/kWh för överskottsel som matas in på nätet, upp till 30 000 kWh per år. Elhandelsbolaget betalar dessutom marknadspris för elen.",Inkomstskattelagen 67 kap. 27–33 §§; Skatteverket,solceller,Zaragoza AB,sv
bergvarme-jordvarme-001,bergvarme-jordvarme,Krävs tillstånd för bergvärme?,"Ja, installation av bergvärme kräver tillstånd eller anmälan till kommunens miljökontor enligt Miljöbalken 9 kap. och förordning 1998:899 om miljöfarlig verksamhet. Inom vattenskyddsområde krävs alltid tillstånd av Länsstyrelsen.",Miljöbalken 9 kap.; Förordning 1998:899,bergvarme,Zaragoza AB,sv
bergvarme-jordvarme-002,bergvarme-jordvarme,Hur djupt borras ett bergvärmehål?,Vanligt borrdjup är 150–250 meter beroende på energibehov och geologi. Ett hål ger normalt 20–30 kWh per meter och år. Vid större fastigheter krävs flera borrhål med minst 20 meters avstånd för att undvika termisk påverkan.,Energimyndigheten; SGU,bergvarme,Zaragoza AB,sv
bergvarme-jordvarme-003,bergvarme-jordvarme,Vad är skillnaden mellan berg- och jordvärme?,"Bergvärme utnyttjar energi från berggrunden via vertikalt borrhål. Jordvärme utvinner värme via horisontella kollektorslangar i marken på 0,9–1,2 meters djup. Bergvärme har jämnare temperatur och bättre verkningsgrad, men kräver borrtillstånd.",Energimyndigheten; Boverket,,Zaragoza AB,sv
bergvarme-jordvarme-004,bergvarme-jordvarme,Vem betalar vid skada på grannens borrhål?,Den som utför ny borrning ansvarar för att inte skada befintliga anläggningar. Normföreningen SGU rekommenderar minst 20 meters avstånd till grannes borrhål. Vid skada kan skadestånd krävas enligt Miljöbalken 32 kap. eller skadeståndslagen.,Miljöbalken 32 kap.; SGU,,Zaragoza AB,sv
bergvarme-jordvarme-005,bergvarme-jordvarme,Hur lång är handläggningstiden för bergvärme-tillstånd?,Kommunens handläggningstid varierar men är normalt 4–8 veckor för anmälan och upp till tre månader för tillståndsansökan. Inom vattenskyddsområde där Länsstyrelsen prövar kan det ta 3–6 månader. Zaragoza AB hjälper till med komplett ansökan.,Miljöbalken 9 kap.; Länsstyrelsen,bergvarme,Zaragoza AB,sv
bergvarme-jordvarme-006,bergvarme-jordvarme,Krävs Normbrunn-certifiering av brunnsborrare?,"Ja, energibrunnar ska borras enligt SGU:s normbrunn 16 av certifierad brunnsborrare. Certifiering sker genom RISE och innebär krav på utrustning, dokumentation och kvalitetssäkring. Byggherren bör alltid begära certifieringsbevis.",SGU Normbrunn 16; RISE,,Zaragoza AB,sv
bergvarme-jordvarme-007,bergvarme-jordvarme,Vad är köldbärarvätska i bergvärme?,Köldbärarvätskan är vanligen bioetanol eller etylenglykol blandad med vatten som cirkulerar i kollektorslangen och transporterar värme från berget till värmepumpen. Vätskan ska uppfylla Naturvårdsverkets krav enligt NFS 2017:5 för att minska miljörisker.,NFS 2017:5; Naturvårdsverket,,Zaragoza AB,sv
oppen-spis-vedeldning-001,oppen-spis-vedeldning,Krävs bygglov för att installera kamin?,Installation av eldstad eller rökkanal kräver bygglovsbefriad anmälan till byggnadsnämnden enligt PBF 6 kap. 5 §. Startbesked krävs innan installation påbörjas och slutbesked när kontrollen är klar. Zaragoza AB hanterar anmälan och kontrollplan.,PBF 6 kap. 5 §; BBR 5:4,eldstad,Zaragoza AB,sv
oppen-spis-vedeldning-002,oppen-spis-vedeldning,Vad är lagkravet på sotning?,Enligt Lag 2003:778 om skydd mot olyckor ska sotning (rengöring) och brandskyddskontroll utföras med intervall som kommunen beslutar. Kommunen ansvarar för att sotning sker men fastighetsägaren får under vissa förutsättningar sota själv.,Lag 2003:778; MSB,,Zaragoza AB,sv
oppen-spis-vedeldning-003,oppen-spis-vedeldning,Hur ofta ska brandskyddskontroll göras?,Enligt MSBFS 2014:6 ska brandskyddskontroll av eldstäder och rökkanaler utföras var tredje eller sjätte år beroende på eldningens omfattning. Kontrollen utförs av kommunens upphandlade skorstensfejartekniker och dokumenteras i protokoll.,MSBFS 2014:6; MSB,,Zaragoza AB,sv
oppen-spis-vedeldning-004,oppen-spis-vedeldning,Vilka krav gäller för nyinstallerade vedpannor?,Enligt BBR 6:741 ska nyinstallerade vedpannor vara miljögodkända enligt EN 303-5 klass 5 och förses med ackumulatortank för att minska utsläpp. Utsläppsgränser för partiklar och OGC har skärpts från 2022 enligt ekodesigndirektivet.,BBR 6:741; Ekodesignförordning 2015/1189,,Zaragoza AB,sv
oppen-spis-vedeldning-005,oppen-spis-vedeldning,Får jag elda i öppen spis i villaområde?,"Ja, men kommunen kan genom lokala hälsoskyddsföreskrifter begränsa vedeldning i tätbebyggt område. Vid klagomål kan miljönämnden ingripa enligt Miljöbalken 9 kap. 3 § om eldningen orsakar olägenhet för människors hälsa.",Miljöbalken 9 kap. 3 §,,Zaragoza AB,sv
oppen-spis-vedeldning-006,oppen-spis-vedeldning,Vad är kraven på rökkanalens avstånd till brännbart?,BBR 5:4241 och tillverkarens monteringsanvisning anger skyddsavstånd mellan rökkanal och brännbart material. Normalt krävs minst 50–100 mm fri luft eller godkänd isolering. Felaktigt avstånd är den vanligaste orsaken till skorstensbränder.,BBR 5:4241; MSB,,Zaragoza AB,sv
oppen-spis-vedeldning-007,oppen-spis-vedeldning,Krävs radhusanpassning för gemensam skorsten?,Vid gemensam rökkanal i radhus ska varje lägenhets eldstad anslutas i egen kanal för att undvika spridning av rök och brand. Krav på brandklass EI 60 för rökkanal mellan lägenheter gäller enligt BBR 5:533 och Boverkets allmänna råd.,BBR 5:533; Boverket,,Zaragoza AB,sv
buller-granne-001,buller-granne,Vilka arbetstider gäller vid byggbuller?,"Det finns ingen generell svensk lag om arbetstider vid byggen, men kommunens lokala ordningsföreskrifter och Naturvårdsverkets vägledning NFS 2004:15 om buller från byggplatser anger riktvärden. Vanligt är att störande buller tillåts vardagar 07–19 och lördagar 08–17.",NFS 2004:15; Naturvårdsverket,,Zaragoza AB,sv
buller-granne-002,buller-granne,Vad är gränsvärdet för byggbuller mot bostad?,Naturvårdsverkets riktvärde är 60 dBA ekvivalent nivå dagtid (07–19) vid fasad på bostad. Kvälls- och nattetid gäller 50 respektive 45 dBA. Impulsbuller som spontning eller slagborrning ska undvikas nattetid.,NFS 2004:15,,Zaragoza AB,sv
buller-granne-003,buller-granne,Hur skyddas arbetstagare mot buller?,Enligt AFS 2005:16 om buller ska arbetsgivare riskbedöma och vidta åtgärder när bullret överstiger 80 dB(A). Hörselskydd ska tillhandahållas och användas obligatoriskt över 85 dB(A). Högsta tillåtna exponering är 85 dB(A) som dagligt medelvärde.,AFS 2005:16,,Zaragoza AB,sv
buller-granne-004,buller-granne,Vad kan granne göra vid olägenhet från bygge?,Granne kan vända sig till kommunens miljökontor som kan ingripa enligt Miljöbalken 9 kap. 3 § om bullret utgör olägenhet för människors hälsa. Miljönämnden kan förelägga om åtgärder eller begränsade arbetstider vid behov.,Miljöbalken 9 kap. 3 §; Miljöbalken 26 kap.,,Zaragoza AB,sv
buller-granne-005,buller-granne,Måste byggherren informera grannar före bygge?,"Ingen generell skyldighet finns, men vid grannhörande enligt PBL 9 kap. 25 § ska grannar ges möjlighet att yttra sig innan bygglov ges för avvikelse från detaljplan. För entreprenader nära grannfastighet rekommenderas tidig dialog för att undvika tvister. Zaragoza AB informerar alltid grannar innan större arbeten.",PBL 9 kap. 25 §,,Zaragoza AB,sv
buller-granne-006,buller-granne,Kan man få skadestånd för störande buller?,"Ja, enligt Miljöbalken 32 kap. 1 § kan skadestånd utgå för olägenhet från verksamhet som överstiger vad granne skäligen bör tåla. Skadestånd kan avse ekonomisk skada, minskat fastighetsvärde och personligt obehag.",Miljöbalken 32 kap. 1 §,,Zaragoza AB,sv
buller-granne-007,buller-granne,Vilka krav finns på ljudnivå i färdig bostad?,BBR 7:2 anger krav på ljudklass C enligt SS 25267 för bostäder. Det innebär bland annat max 30 dBA trafikbuller inomhus och max 22 dBA från installationer. Vid nybyggnation ska ljudmätning dokumentera uppfyllelse.,BBR 7:2; SS 25267,,Zaragoza AB,sv
altan-staket-plank-001,altan-staket-plank,Krävs bygglov för altan?,"Altan under 1,8 meter över mark kräver normalt inte bygglov. Altan högre än så eller med tak kan kräva bygglov. Sedan 2019 är altan bygglovsbefriad inom 3,6 meter från en- och tvåbostadshus om höjden är max 1,8 meter, enligt PBL 9 kap. 4 f §.",PBL 9 kap. 4 f §; Boverket,,Zaragoza AB,sv
altan-staket-plank-002,altan-staket-plank,"Vad är skillnaden mellan staket, plank och mur?","Staket är genomsiktlig inhägnad, oftast under 1,1 meter. Plank är tätare och högre inhägnad som kräver bygglov över vissa mått. Mur är murad konstruktion som alltid kräver bygglov om den är högre än 0,5 meter inom detaljplanelagt område.",PBL 9 kap. 8 §; Boverket,,Zaragoza AB,sv
altan-staket-plank-003,altan-staket-plank,Hur högt staket får jag bygga utan bygglov?,"Generellt kräver staket upp till 1,1 meters höjd inte bygglov. Över denna höjd räknas det normalt som plank och bygglov kan krävas. Friggebodsregeln tillåter dock skyddade uteplatser med plank upp till 1,8 meter inom 3,6 m från bostadshus.",PBL 9 kap. 4 §; Boverket,,Zaragoza AB,sv
altan-staket-plank-004,altan-staket-plank,Vad är attefallsregler?,"Attefallsregler ger bygglovsbefrielse för vissa åtgärder på en- och tvåbostadshus: attefallshus 30 kvm, tillbyggnad 15 kvm, takkupor (max två) och inredning av ytterligare bostad. Anmälan krävs och startbesked innan arbete får påbörjas enligt PBL 9 kap. 4 a–c §§.",PBL 9 kap. 4 a–c §§,,Zaragoza AB,sv
altan-staket-plank-005,altan-staket-plank,Får jag bygga plank i tomtgränsen?,"Plank närmare än 4,5 meter från tomtgräns kräver grannes medgivande enligt friggebodsregeln PBL 9 kap. 4 §. Utan medgivande krävs bygglov. Zaragoza AB rekommenderar alltid skriftligt medgivande för att undvika framtida tvister.",PBL 9 kap. 4 §,,Zaragoza AB,sv
altan-staket-plank-006,altan-staket-plank,Krävs bygglov för pool?,"Pool i sig kräver normalt inte bygglov, men poolöverbyggnad, altan runt poolen eller skyddsstaket högre än 1,1 meter kan kräva bygglov. Skyddsanordning mot drunkning (minst 0,9 m staket) är obligatoriskt enligt ordningslagen 3 kap. 5 §.",Ordningslagen 3 kap. 5 §; PBL 9 kap.,,Zaragoza AB,sv
